City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Bereda,ES,2022-09-20 17:47:37,43.2686,-7.5406,69.42,76,83,5.57
296,Ler,SS,2022-09-20 17:47:37,8.3018,30.1418,74.97,89,58,4.12
297,Kampong Thum,KH,2022-09-20 17:47:38,12.7111,104.8887,75.29,94,100,4.18
298,Kaputa,ZM,2022-09-20 17:47:38,-8.4689,29.6619,81.75,38,11,2.46
299,Sobolevo,RU,2022-09-20 17:47:38,54.4299,31.8996,47.16,87,17,2.62
300,Vardo,NO,2022-09-20 17:47:38,70.3705,31.1107,40.98,81,20,17.27
301,Inowroclaw,PL,2022-09-20 17:47:39,52.7989,18.2639,54.12,62,89,7.02
302,Huarmey,PE,2022-09-20 17:47:39,-10.0681,-78.1522,67.53,70,47,13.71
303,Republic,US,2022-09-20 17:47:39,37.12,-93.4802,91.87,45,0,12.66
304,Nortelandia,BR,2022-09-20 17:47:40,-14.4547,-56.8028,97.65,31,46,6.51
305,Aketi,CD,2022-09-20 17:47:40,2.7388,23.7833,72.27,98,60,3.11
306,Saint-Denis,FR,2022-09-20 17:47:40,48.9167,2.3333,62.19,65,0,5.75
307,Shahreza,IR,2022-09-20 17:47:40,32.0339,51.8794,72.61,33,93,6.91
308,Saint George,US,2022-09-20 17:47:41,37.1041,-113.5841,85.78,27,0,4.61
309,Pangnirtung,CA,2022-09-20 17:47:41,66.1451,-65.7125,37.4,65,75,5.75
310,Bara,NG,2022-09-20 17:46:55,10.3744,10.7288,82.18,76,35,3.58
311,Topolobampo,MX,2022-09-20 17:47:41,25.6,-109.05,87.35,65,39,10.02
312,Geraldton,AU,2022-09-20 17:47:41,-28.7667,114.6,54.01,87,75,6.91
313,Zapotiltic,MX,2022-09-20 17:47:42,19.6167,-103.4333,68.22,86,100,2.35
314,Awbari,LY,2022-09-20 17:47:42,26.5921,12.7805,91.69,12,0,5.88
315,Iringa,TZ,2022-09-20 17:47:42,-7.7667,35.7,61.32,70,8,8.68
316,Prince Rupert,CA,2022-09-20 17:47:43,54.3161,-130.3201,55.09,86,0,12.66
317,San Ignacio,BZ,2022-09-20 17:47:43,17.1561,-89.0714,87.94,66,40,4.61
318,Adre,TD,2022-09-20 17:47:43,13.4667,22.2,78.67,57,99,4.74
319,Tiksi,RU,2022-09-20 17:47:43,71.6872,128.8694,34.09,85,100,12.12
320,Yakeshi,CN,2022-09-20 17:47:44,49.2833,120.7333,40.24,49,70,7.76
321,Tanabe,JP,2022-09-20 17:47:44,33.7333,135.3667,65.28,75,86,12.86
322,Suntar,RU,2022-09-20 17:47:44,62.1444,117.6319,37.9,98,100,6.26
323,Russkiy Aktash,RU,2022-09-20 17:47:44,55.0384,52.1214,56.89,93,100,4.81
324,Tabou,CI,2022-09-20 17:48:45,4.423,-7.3528,77.0,83,65,11.5
325,Bandarbeyla,SO,2022-09-20 17:48:45,9.4942,50.8122,79.77,78,4,22.01
326,Akdagmadeni,TR,2022-09-20 17:48:45,39.6603,35.8836,59.4,76,98,3.87
327,Hamilton,US,2022-09-20 17:48:46,39.1834,-84.5333,87.6,57,0,3.44
328,Alice Springs,AU,2022-09-20 17:48:47,-23.7,133.8833,57.22,26,2,0.0
329,Suluq,LY,2022-09-20 17:48:47,31.6682,20.2521,83.73,40,2,16.64
330,Saldanha,ZA,2022-09-20 17:48:47,-33.0117,17.9442,59.05,86,0,11.68
331,Khorixas,NA,2022-09-20 17:48:47,-20.3667,14.9667,73.8,9,0,9.62
332,Nahariyya,IL,2022-09-20 17:45:55,33.0059,35.0941,80.51,72,16,7.83
333,Carnarvon,AU,2022-09-20 17:48:48,-24.8667,113.6333,64.85,74,52,18.05
334,Victoria,HK,2022-09-20 17:48:48,22.2855,114.1577,85.32,77,71,11.01
335,Kalianget,ID,2022-09-20 17:48:48,-7.05,113.9333,81.45,73,100,5.99
336,Sernur,RU,2022-09-20 17:48:48,56.9333,49.1536,50.04,78,29,8.46
337,Upernavik,GL,2022-09-20 17:48:49,72.7868,-56.1549,33.55,90,97,3.89
338,Khani,GE,2022-09-20 17:48:49,41.9563,42.9566,63.97,93,24,2.86
339,Teguldet,RU,2022-09-20 17:48:49,57.3064,88.1667,40.62,94,70,4.52
340,Surt,LY,2022-09-20 17:48:50,31.2089,16.5887,84.38,50,3,10.0
341,Ust-Koksa,RU,2022-09-20 17:48:50,50.2696,85.6108,46.74,70,15,1.32
342,Sorland,NO,2022-09-20 17:48:50,67.667,12.6934,48.06,64,78,13.8
343,Nelson Bay,AU,2022-09-20 17:48:50,-32.7167,152.15,63.0,87,99,8.99
344,Saint-Augustin,CA,2022-09-20 17:48:51,51.226,-58.6502,62.24,37,0,7.05
345,Fairbanks,US,2022-09-20 17:45:33,64.8378,-147.7164,43.61,92,75,6.91
346,Inverbervie,GB,2022-09-20 17:48:51,56.8446,-2.28,63.03,80,56,7.65
347,Longyearbyen,SJ,2022-09-20 17:48:51,78.2186,15.6401,35.44,75,75,23.02
348,Vestmanna,FO,2022-09-20 17:48:51,62.1564,-7.1664,52.72,100,100,11.5
349,Poum,NC,2022-09-20 17:48:52,-20.2333,164.0167,74.68,79,2,8.77
350,Kharp,RU,2022-09-20 17:48:52,66.8014,65.8081,47.3,99,100,2.57
351,Mutum,BR,2022-09-20 17:48:52,-19.8,-41.4383,86.11,42,35,2.28
352,Liverpool,GB,2022-09-20 17:44:52,53.4106,-2.9779,65.08,69,0,5.75
353,Kropotkin,RU,2022-09-20 17:48:53,45.4375,40.5756,69.62,62,94,1.12
354,Dudinka,RU,2022-09-20 17:48:53,69.4058,86.1778,25.63,78,100,6.85
355,Aksu,CN,2022-09-20 17:48:53,41.1231,80.2644,72.52,31,36,1.28
356,Camacha,PT,2022-09-20 17:48:53,33.0833,-16.3333,72.82,78,20,11.5
357,Cayambe,EC,2022-09-20 17:48:54,0.05,-78.1333,65.46,52,98,2.19
358,Marysville,US,2022-09-20 17:44:34,48.0518,-122.1771,71.92,62,0,6.91
359,Cayenne,GF,2022-09-20 17:48:54,4.9333,-52.3333,91.44,62,40,6.91
360,Pevek,RU,2022-09-20 17:48:54,69.7008,170.3133,33.82,68,21,10.87
361,San Patricio,US,2022-09-20 17:48:54,28.017,-97.5169,91.49,47,13,11.83
362,Sola,VU,2022-09-20 17:48:55,-13.8833,167.55,80.29,76,41,18.34
363,Sikonge,TZ,2022-09-20 17:48:55,-5.6333,32.7667,84.06,20,48,8.01
364,Laguna,US,2022-09-20 17:48:55,38.421,-121.4238,71.08,79,20,6.91
365,Chimore,BO,2022-09-20 17:48:56,-16.9833,-65.1333,89.8,48,76,1.88
366,Coquimbo,CL,2022-09-20 17:48:56,-29.9533,-71.3436,60.53,55,20,12.66
367,Paciran,ID,2022-09-20 17:48:56,-6.8767,112.3761,79.65,78,99,5.59
368,Pangkalanbuun,ID,2022-09-20 17:48:56,-2.6833,111.6167,72.72,97,100,2.51
369,Lokomotivnyy,RU,2022-09-20 17:49:57,53.0118,60.5684,60.73,28,4,6.35
370,Yenagoa,NG,2022-09-20 17:49:57,4.9247,6.2642,76.26,89,100,3.31
371,Auki,SB,2022-09-20 17:49:57,-8.7676,160.7034,76.21,87,98,4.65
372,Vila Franca Do Campo,PT,2022-09-20 17:49:57,37.7167,-25.4333,77.41,69,54,1.83
373,Muroto,JP,2022-09-20 17:49:58,33.2833,134.15,68.72,68,20,16.55
374,Mabaruma,GY,2022-09-20 17:49:58,8.2,-59.7833,87.6,58,93,6.73
375,Kitgum,UG,2022-09-20 17:49:58,3.2783,32.8867,69.69,78,73,3.13
376,Wilmington,US,2022-09-20 17:47:04,34.2257,-77.9447,91.0,50,0,5.01
377,Port-Gentil,GA,2022-09-20 17:49:58,-0.7193,8.7815,78.76,78,75,12.66
378,Cidreira,BR,2022-09-20 17:46:57,-30.1811,-50.2056,67.15,70,64,10.04
379,Ola,RU,2022-09-20 17:49:59,59.5833,151.2833,39.15,92,100,11.3
380,Pangody,RU,2022-09-20 17:49:59,65.85,74.4859,43.97,95,100,24.87
381,Kristiinankaupunki,FI,2022-09-20 17:49:59,62.2743,21.376,47.21,68,87,10.25
382,Srednekolymsk,RU,2022-09-20 17:50:00,67.45,153.6833,35.92,96,100,19.35
383,Kloulklubed,PW,2022-09-20 17:50:00,7.0419,134.2556,75.7,73,76,7.4
384,Atar,MR,2022-09-20 17:50:00,20.5169,-13.0499,100.87,19,93,10.8
385,Semirom,IR,2022-09-20 17:50:00,31.4167,51.5667,61.12,49,93,4.09
386,Kismayo,SO,2022-09-20 17:49:14,-0.3582,42.5454,77.27,81,73,12.01
387,Nuevo Progreso,MX,2022-09-20 17:50:01,23.1667,-97.95,84.49,70,22,5.35
388,Vikhorevka,RU,2022-09-20 17:50:01,56.1201,101.1636,45.99,90,99,14.05
389,Thio,NC,2022-09-20 17:50:01,-21.6167,166.2167,67.96,86,2,5.53
390,Narsaq,GL,2022-09-20 17:50:02,60.9167,-46.05,46.45,69,80,4.45
391,Kununurra,AU,2022-09-20 17:50:03,-15.7667,128.7333,76.98,69,9,2.3
392,Nouadhibou,MR,2022-09-20 17:50:04,20.931,-17.0347,78.78,65,20,17.27
393,Hokitika,NZ,2022-09-20 17:50:04,-42.7167,170.9667,48.15,86,87,5.48
394,Khed Brahma,IN,2022-09-20 17:50:04,24.0333,73.05,78.8,78,25,3.29
395,Bosaso,SO,2022-09-20 17:50:05,11.2842,49.1816,87.91,61,71,3.38
396,Shahr-E Babak,IR,2022-09-20 17:50:06,30.1165,55.1186,75.54,18,69,6.35
397,Komsomolskiy,UZ,2022-09-20 17:50:06,40.4272,71.7189,72.32,43,8,4.61
398,Nemyriv,UA,2022-09-20 17:50:08,48.9708,28.8378,46.0,93,100,8.34
399,Miri,MY,2022-09-20 17:50:08,4.4148,114.0089,78.94,89,40,2.3
400,Meulaboh,ID,2022-09-20 17:50:08,4.1363,96.1285,76.55,89,86,4.36
401,Makakilo City,US,2022-09-20 17:47:53,21.3469,-158.0858,79.12,72,0,14.97
402,Phetchabun,TH,2022-09-20 17:49:40,16.25,101.0833,76.68,93,100,1.59
403,Srandakan,ID,2022-09-20 17:50:09,-7.9386,110.2506,76.19,84,81,5.03
404,Jeremie,HT,2022-09-20 17:50:10,18.65,-74.1167,83.8,76,33,7.05
405,Jawhar,SO,2022-09-20 17:50:10,2.7809,45.5005,77.11,79,89,13.35
406,San Isidro,PE,2022-09-20 17:50:10,-12.1167,-77.05,67.01,73,100,6.91
407,Umm Kaddadah,SD,2022-09-20 17:50:10,13.6017,26.6876,86.31,42,64,6.26
408,Ambatofinandrahana,MG,2022-09-20 17:50:11,-20.55,46.8,56.79,81,10,9.24
409,Shubarkuduk,KZ,2022-09-20 17:50:11,49.1447,56.4872,66.58,15,0,7.63
410,Charlestown,AU,2022-09-20 17:50:12,-32.95,151.6667,62.73,87,100,3.0
411,Geilo,NO,2022-09-20 17:50:12,60.5333,8.2076,42.69,54,10,7.0
412,Kirensk,RU,2022-09-20 17:50:13,57.7853,108.1119,43.38,94,100,10.09
413,Puerto Baquerizo Moreno,EC,2022-09-20 17:50:14,-0.9,-89.6,72.59,78,75,17.27
414,Point Pedro,LK,2022-09-20 17:50:14,9.8167,80.2333,80.89,82,77,19.17
415,Oksfjord,NO,2022-09-20 17:51:15,70.2396,22.3479,41.07,80,94,6.42
416,Aswan,EG,2022-09-20 17:51:15,24.0934,32.907,90.7,23,0,10.36
417,Matara,LK,2022-09-20 17:51:16,5.9485,80.5353,78.24,87,52,9.19
418,Wakkanai,JP,2022-09-20 17:51:16,45.4094,141.6739,52.41,53,35,21.3
419,Pisco,PE,2022-09-20 17:51:16,-13.7,-76.2167,66.25,68,0,10.36
420,Broken Hill,AU,2022-09-20 17:51:17,-31.95,141.4333,53.35,83,76,21.23
421,Palauig,PH,2022-09-20 17:51:18,15.435,119.9045,78.42,84,95,8.08
422,Mnogovershinnyy,RU,2022-09-20 17:51:18,53.9353,139.9242,32.59,70,26,10.45
423,Manga,BF,2022-09-20 17:51:19,11.6636,-1.0731,73.54,93,100,7.74
424,Belaya Gora,RU,2022-09-20 17:51:19,68.5333,146.4167,32.47,96,100,12.08
425,Manoel Urbano,BR,2022-09-20 17:51:19,-8.8389,-69.2597,95.9,35,66,1.28
426,Eydhafushi,MV,2022-09-20 17:51:19,5.1033,73.0708,81.16,77,68,9.95
427,Thompson,CA,2022-09-20 17:46:38,55.7435,-97.8558,42.96,100,100,13.8
428,Touros,BR,2022-09-20 17:51:20,-5.1989,-35.4608,82.17,61,67,17.87
429,Sao Joao,BR,2022-09-20 17:51:20,-8.8756,-36.3667,75.96,52,10,11.86
430,Sioux Lookout,CA,2022-09-20 17:51:21,50.1001,-91.917,68.07,83,75,11.5
431,Chara,RU,2022-09-20 17:51:21,56.9064,118.2631,35.35,83,66,3.78
432,Blythe,US,2022-09-20 17:51:21,33.6103,-114.5964,95.04,33,0,4.61
433,Evensk,RU,2022-09-20 17:51:22,61.95,159.2333,47.7,96,100,25.79
434,Tenenkou,ML,2022-09-20 17:51:22,14.4572,-4.9169,84.22,61,100,7.38
435,San Vicente,AR,2022-09-20 17:51:23,-26.6167,-54.1333,75.16,45,40,3.91
436,Mana,GF,2022-09-20 17:51:23,5.6592,-53.7767,83.55,76,80,10.76
437,Novyy Svit,UA,2022-09-20 17:51:23,47.8059,38.0211,66.11,41,71,4.47
438,Darya Khan,PK,2022-09-20 17:51:24,31.7912,71.1039,91.83,28,0,6.96
439,Coihaique,CL,2022-09-20 17:51:24,-45.5752,-72.0662,42.75,70,100,5.75
440,Wajima,JP,2022-09-20 17:51:24,37.4,136.9,63.79,63,96,15.75
441,Nizhniy Kuranakh,RU,2022-09-20 17:51:25,58.8353,125.4869,36.95,99,100,1.48
442,Okhotsk,RU,2022-09-20 17:51:25,59.3833,143.3,38.34,68,56,11.39
443,Belfast,GB,2022-09-20 17:51:25,54.5833,-5.9333,64.22,65,100,6.91
444,Sibolga,ID,2022-09-20 17:51:26,1.7427,98.7792,76.82,85,93,3.33
445,Izmalkovo,RU,2022-09-20 17:51:26,52.6887,37.964,52.81,64,98,5.73
446,Yining,CN,2022-09-20 17:51:26,29.0361,114.5636,64.38,81,99,2.37
447,Katobu,ID,2022-09-20 17:51:27,-4.9408,122.5276,73.36,93,47,3.06
448,Shitanjing,CN,2022-09-20 17:51:27,39.2342,106.3439,55.92,49,0,5.46
449,Saint-Georges,GD,2022-09-20 17:51:27,12.0564,-61.7485,89.28,70,40,20.71
450,Whitecourt,CA,2022-09-20 17:51:28,54.1502,-115.6855,45.64,81,20,3.44
451,Los Llanos De Aridane,ES,2022-09-20 17:51:28,28.6585,-17.9182,73.15,82,40,6.91
452,Klaksvik,FO,2022-09-20 17:51:28,62.2266,-6.589,54.52,89,99,12.17
453,Khorramshahr,IR,2022-09-20 17:51:29,30.4397,48.1664,91.35,48,0,4.61
454,Colesberg,ZA,2022-09-20 17:51:29,-30.72,25.0972,44.51,78,95,23.94
455,Burnie,AU,2022-09-20 17:50:33,-41.0667,145.9167,52.92,86,100,8.43
456,Okha,RU,2022-09-20 17:51:29,53.5739,142.9478,42.85,71,100,20.4
457,Volksrust,ZA,2022-09-20 17:51:29,-27.3654,29.8818,45.39,91,100,5.64
458,Zhezkazgan,KZ,2022-09-20 17:51:30,47.8043,67.7144,63.23,14,2,11.14
459,Cascais,PT,2022-09-20 17:51:30,38.6979,-9.4215,80.62,85,20,8.05
460,Toora-Khem,RU,2022-09-20 17:51:30,52.4675,96.11,42.66,93,90,4.21
461,Artigas,UY,2022-09-20 17:51:31,-30.4,-56.4667,72.43,59,85,8.46
462,Thinadhoo,MV,2022-09-20 17:52:31,0.5333,72.9333,81.75,72,76,4.23
463,Kijang,KR,2022-09-20 17:52:31,35.2442,129.2139,62.33,66,46,10.63
464,Uyuni,BO,2022-09-20 17:52:32,-20.4597,-66.825,55.51,8,0,25.88
465,Kumta,IN,2022-09-20 17:52:32,14.4167,74.4,77.13,85,100,2.04
466,Statesboro,US,2022-09-20 17:50:02,32.4488,-81.7832,90.93,42,0,0.0
467,Fort Morgan,US,2022-09-20 17:52:32,40.2503,-103.8,88.45,16,0,5.75
468,Watsa,CD,2022-09-20 17:52:33,3.0372,29.5355,68.04,89,62,2.3
469,Isla Vista,US,2022-09-20 17:48:55,34.4133,-119.861,76.3,78,100,5.75
470,Guane,CU,2022-09-20 17:52:33,22.2025,-84.0875,89.71,56,3,3.02
471,Miyang,CN,2022-09-20 17:52:34,24.4042,103.4428,63.46,96,15,3.56
472,Plettenberg Bay,ZA,2022-09-20 17:52:34,-34.0527,23.3716,55.78,84,4,6.38
473,Melfi,IT,2022-09-20 17:52:34,40.9965,15.6514,62.49,53,98,3.91
474,Tual,ID,2022-09-20 17:52:34,-5.6667,132.75,81.75,80,100,13.09
475,Maniitsoq,GL,2022-09-20 17:52:35,65.4167,-52.9,39.31,87,96,7.61
476,Dingle,PH,2022-09-20 17:52:35,10.9995,122.6711,75.78,90,100,2.71
477,Uhryniv,UA,2022-09-20 17:52:35,48.9552,24.6929,47.84,77,99,9.04
478,Vieste,IT,2022-09-20 17:52:35,41.8825,16.175,67.42,44,14,6.35
479,Shakawe,BW,2022-09-20 17:52:36,-18.3667,21.85,70.02,17,0,6.49
480,Turtas,RU,2022-09-20 17:52:36,58.9417,69.1325,59.45,79,91,5.75
481,Kralendijk,BQ,2022-09-20 17:52:36,12.15,-68.2667,89.58,62,40,6.91
482,Port Keats,AU,2022-09-20 17:52:37,-14.25,129.55,79.59,64,51,3.8
483,Vanimo,PG,2022-09-20 17:52:37,-2.6741,141.3028,75.94,92,100,5.44
484,Oriximina,BR,2022-09-20 17:52:37,-1.7656,-55.8661,99.18,27,41,7.05
485,La Union,PE,2022-09-20 17:52:37,-5.4,-80.75,83.16,42,74,13.11
486,Russell,US,2022-09-20 17:52:38,32.3502,-85.1999,79.75,65,0,14.97
487,Emporia,US,2022-09-20 17:52:38,38.4039,-96.1817,95.2,34,0,21.85
488,Emerald,AU,2022-09-20 17:52:38,-23.5333,148.1667,69.94,88,75,12.66
489,Podstepki,RU,2022-09-20 17:52:38,53.5151,49.1355,59.22,79,89,3.87
490,Noumea,NC,2022-09-20 17:50:49,-22.2763,166.4572,75.99,99,0,3.76
491,Natal,BR,2022-09-20 17:49:37,-5.795,-35.2094,88.02,58,20,20.71
492,San Luis,AR,2022-09-20 17:52:39,-33.295,-66.3356,62.71,30,84,9.37
493,Mansa,IN,2022-09-20 17:52:39,29.9833,75.3833,80.87,58,19,5.21
494,Banda Aceh,ID,2022-09-20 17:52:39,5.5577,95.3222,78.84,83,65,5.39
495,Turbat,PK,2022-09-20 17:52:40,26.0023,63.044,81.25,70,0,9.8
496,Sinnamary,GF,2022-09-20 17:52:40,5.3833,-52.95,82.09,79,70,10.42
497,Nizhnevartovsk,RU,2022-09-20 17:52:40,60.9344,76.5531,51.82,100,100,11.18
498,Malanje,AO,2022-09-20 17:52:40,-9.5402,16.341,75.6,58,96,8.1
499,Wuda,CN,2022-09-20 17:52:41,39.4994,106.7117,59.77,44,1,7.58
500,Keti Bandar,PK,2022-09-20 17:52:41,24.1447,67.4497,81.34,71,15,12.03
501,Hami,CN,2022-09-20 17:52:41,42.8,93.45,70.63,18,14,6.44
502,Margate,GB,2022-09-20 17:49:37,51.3813,1.3862,64.31,64,100,1.99
503,Broome,US,2022-09-20 17:52:41,42.2506,-75.833,71.47,76,100,10.36
504,Shelburne,CA,2022-09-20 17:52:42,44.0787,-80.2041,71.11,64,21,10.92
505,Mahon,ES,2022-09-20 17:52:42,39.8885,4.2658,73.96,53,0,5.75
506,Pacific Grove,US,2022-09-20 17:50:16,36.6177,-121.9166,69.82,75,0,5.01
507,Muros,ES,2022-09-20 17:52:42,42.7762,-9.0603,76.84,65,61,2.73
508,Kimbe,PG,2022-09-20 17:52:42,-5.5502,150.1429,74.1,90,66,3.53
509,Mandalgovi,MN,2022-09-20 17:53:43,45.7625,106.2708,47.86,29,0,9.4
510,Marsh Harbour,BS,2022-09-20 17:53:43,26.5412,-77.0636,84.47,68,33,9.22
511,San Francisco,US,2022-09-20 17:53:43,37.7749,-122.4194,72.95,69,75,8.01
512,Merauke,ID,2022-09-20 17:53:44,-8.4667,140.3333,78.69,86,100,11.83
513,Omsukchan,RU,2022-09-20 17:53:44,62.5333,155.8,35.96,100,100,3.74
514,La Tuque,CA,2022-09-20 17:53:44,47.4334,-72.7824,55.65,76,100,2.3
515,Ipira,BR,2022-09-20 17:53:44,-12.1583,-39.7372,83.82,47,77,15.66
516,Fortuna,US,2022-09-20 17:53:45,40.5982,-124.1573,67.35,83,98,2.86
517,Vila,PT,2022-09-20 17:53:45,42.0304,-8.1588,74.7,53,47,3.87
518,Kamyshin,RU,2022-09-20 17:53:45,50.0983,45.416,58.19,60,8,8.61
519,Soderhamn,SE,2022-09-20 17:53:45,61.3037,17.0592,47.95,66,75,1.61
520,Punto Fijo,VE,2022-09-20 17:53:46,11.6956,-70.1996,84.2,67,50,7.78
521,Izumo,JP,2022-09-20 17:53:46,35.3667,132.7667,66.15,67,73,12.5
522,Hambantota,LK,2022-09-20 17:53:46,6.1241,81.1185,79.72,82,59,15.9
523,Channel-Port Aux Basques,CA,2022-09-20 17:53:46,47.5702,-59.1367,55.6,62,17,6.93
524,High Level,CA,2022-09-20 17:50:07,58.5169,-117.136,44.71,87,20,3.44
525,Leeton,AU,2022-09-20 17:53:47,-34.5667,146.4,54.9,63,100,12.03
526,Nizhniy Chir,RU,2022-09-20 17:53:47,48.3597,43.0865,62.67,53,48,8.12
527,Chickasha,US,2022-09-20 17:53:47,35.0526,-97.9364,96.15,40,40,12.66
528,Atambua,ID,2022-09-20 17:53:48,-9.1061,124.8925,72.86,87,49,4.47
529,Flin Flon,CA,2022-09-20 17:53:48,54.7682,-101.865,49.84,100,100,9.22
530,Minuri,PH,2022-09-20 17:53:48,16.535,121.8574,73.71,94,100,1.03
531,Mao,ES,2022-09-20 17:52:42,39.8885,4.2658,73.96,53,0,5.75
532,Beni,CD,2022-09-20 17:53:48,0.5,29.4667,63.7,95,71,1.19
533,Mount Gambier,AU,2022-09-20 17:53:49,-37.8333,140.7667,53.55,80,100,5.35
534,Portland,US,2022-09-20 17:51:35,45.5234,-122.6762,79.0,41,3,4.0
535,Havre-Saint-Pierre,CA,2022-09-20 17:53:49,50.2334,-63.5986,57.56,58,0,9.22
536,Nisia Floresta,BR,2022-09-20 17:53:49,-6.0911,-35.2086,88.18,56,82,14.34
537,Lazaro Cardenas,MX,2022-09-20 17:53:49,17.9583,-102.2,82.65,74,99,4.56
538,Acapulco,MX,2022-09-20 17:50:05,16.8634,-99.8901,84.25,75,70,6.17
539,Cabudare,VE,2022-09-20 17:53:50,10.0289,-69.0894,89.85,50,92,6.13
540,Pasaquina,SV,2022-09-20 17:53:50,13.5844,-87.8411,75.58,93,100,2.44
541,Paita,PE,2022-09-20 17:53:50,-5.0892,-81.1144,71.2,69,93,16.93
542,Dayong,CN,2022-09-20 17:53:51,25.0209,118.2898,69.28,85,34,1.57
543,Ippy,CF,2022-09-20 17:53:51,6.2679,21.2247,70.12,96,87,3.91
544,Shingu,JP,2022-09-20 17:53:51,33.7333,135.9833,65.79,71,100,5.1
545,Caala,AO,2022-09-20 17:53:51,-12.8525,15.5606,75.18,25,10,4.92
546,Maneadero,MX,2022-09-20 17:51:23,31.7167,-116.5667,75.09,75,0,3.0
547,Lashio,MM,2022-09-20 17:53:52,22.9333,97.75,67.51,99,81,1.16
548,Baker City,US,2022-09-20 17:50:25,44.7749,-117.8344,68.59,48,0,12.66
549,Honghu,CN,2022-09-20 17:53:52,29.8206,113.4621,68.81,38,97,11.99
550,Kenai,US,2022-09-20 17:53:52,60.5544,-151.2583,49.08,98,100,9.22
551,Morondava,MG,2022-09-20 17:53:53,-20.2833,44.2833,75.97,78,0,13.82
552,Mondlo,ZA,2022-09-20 17:53:53,-27.983,30.7177,50.27,85,100,5.23
553,Malazgirt,TR,2022-09-20 17:53:53,39.1427,42.5401,64.53,30,62,3.06
554,Poykovskiy,RU,2022-09-20 17:53:53,61.2333,73.3333,55.69,87,0,8.95
555,Bac Lieu,VN,2022-09-20 17:54:54,9.285,105.7244,78.48,85,100,11.23
556,Yerbogachen,RU,2022-09-20 17:54:54,61.2767,108.0108,40.5,98,100,1.01
557,Chicama,PE,2022-09-20 17:54:54,-7.8447,-79.1469,61.34,59,39,11.97
558,Fuerte Olimpo,PY,2022-09-20 17:54:54,-21.0415,-57.8738,93.11,41,60,9.04
559,Vanavara,RU,2022-09-20 17:54:55,60.34,102.2797,32.14,89,84,15.7
560,Herat,AF,2022-09-20 17:54:55,34.5,62.0,72.27,22,0,13.76
561,Languyan,PH,2022-09-20 17:54:55,5.2618,120.0807,78.51,82,73,2.44
562,Lima,PE,2022-09-20 17:53:04,-12.0432,-77.0282,65.89,73,100,6.91
563,Coahuayana,MX,2022-09-20 17:54:56,18.7333,-103.6833,84.29,72,97,2.59
564,Bud,US,2022-09-20 17:54:56,39.447,-86.1758,86.05,72,2,4.47
