City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
610,Owensboro,US,86.16,clear sky,37.7742,-87.1133,Courtyard by Marriott Owensboro
611,Vung Tau,VN,79.95,overcast clouds,10.346,107.0843,Seaside Resort
612,Ekangala,ZA,75.29,clear sky,-25.6962,28.7492,Josiah's
613,Santa Rosa,PH,81.1,moderate rain,14.3122,121.1114,Erlyn’s Sta Rosa City Home
614,Tshela,CD,77.18,overcast clouds,-4.9833,12.9333,Hotel Mirador
618,Merauke,ID,76.84,broken clouds,-8.4667,140.3333,
619,Veraval,IN,81.27,scattered clouds,20.9,70.3667,Lords Inn Somnath
621,Morehead,US,81.79,clear sky,37.2711,-87.1764,CCI Express Inn
622,Havelock,US,76.98,clear sky,34.8791,-76.9013,Sherwood Motel
623,San Lorenzo,PY,72.54,clear sky,-25.3333,-57.5333,Canarias Hotel
625,Inhambane,MZ,72.5,clear sky,-23.865,35.3833,Oceano
627,Ampanihy,MG,75.51,clear sky,-24.7,44.75,HOTEL SHARRON AMPANIHY OUEST
628,Haapiti,PF,78.53,light rain,-17.5667,-149.8667,Linareva Moorea Beach Resort
629,Abu Zabad,SD,84.58,clear sky,12.35,29.25,حامد محمد نور
632,Kununurra,AU,73.38,scattered clouds,-15.7667,128.7333,Hotel Kununurra
634,Sibolga,ID,76.37,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
640,Dzaoudzi,YT,76.89,clear sky,-12.7887,45.2699,Le Rocher
641,Itabirito,BR,87.17,few clouds,-20.2533,-43.8014,Aredes Apart Hotel
644,Barcelona,ES,71.15,scattered clouds,41.3888,2.159,Axel Hotel Barcelona
645,Monrovia,LR,76.77,light rain,6.3005,-10.7969,Sunset Inn
647,Salinas,US,77.61,clear sky,36.6777,-121.6555,Laurel Inn & Conference Center
648,Lata,PT,70.92,clear sky,40.1629,-8.3327,Casa Maquia
652,Suez,EG,79.68,clear sky,29.9737,32.5263,Green House
655,Santa Rosalia,MX,87.91,clear sky,27.3167,-112.2833,Hotel Las Casitas Santa Rosalia
656,Garowe,SO,78.91,broken clouds,8.4054,48.4845,Curubo Hotel
659,Bartica,GY,84.52,scattered clouds,6.4,-58.6167,Sloth Island Nature Resort
660,Bairiki,KI,80.6,light rain,1.3292,172.9752,Tarawa Boutique Hotel
661,Jinji,CN,79.72,overcast clouds,23.2281,110.8261,
664,Jalingo,NG,78.06,overcast clouds,8.8833,11.3667,Debright Motel
667,Springdale,US,89.33,clear sky,36.1867,-94.1288,Springdale Inn
670,Carbonia,IT,76.01,overcast clouds,39.1672,8.5222,Lu 'Hotel
671,Zhaoqing,CN,76.06,broken clouds,23.0512,112.4597,七星岩旅游度假区
674,Papillion,US,85.68,clear sky,41.1544,-96.0422,lalithya constructions the lake shore
675,Tuni,IN,79.54,overcast clouds,17.35,82.55,Sai Krishna Lodge
677,Kankon,IN,76.66,clear sky,15.0167,74.0167,Palolem Beach Resort
679,Palauig,PH,80.51,overcast clouds,15.435,119.9045,Villa Raphael Resort
681,Kudahuvadhoo,MV,83.61,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
683,Ratnapura,LK,74.19,broken clouds,6.6828,80.3992,Hotel Helenium
684,Xuddur,SO,84.15,overcast clouds,4.1213,43.8894,Banjanay Hotel
688,Nanakuli,US,82.04,moderate rain,21.3906,-158.1547,Camp Pālehua
691,Puerto Baquerizo Moreno,EC,70.79,broken clouds,-0.9,-89.6,Hotel los Algarrobos
694,Mehriz,IR,79.3,clear sky,31.5917,54.4318,Mehrgard dwelling/سرای مهرگرد
697,Nisia Floresta,BR,85.01,scattered clouds,-6.0911,-35.2086,Rancho Crepusculo
